actual_cascade_size,avg_time_from_root,cascade_size,early_propagation_intensity,exclamation_count,forward_count,has_hashtag,has_mention,has_url,interaction_rate,is_rumor,like_count,like_forward_ratio,max_time_from_root,median_time_from_root,microblog_id,min_time_from_root,original_forward_count,original_reply_count,original_text,original_time,propagation_activity,propagation_breadth,propagation_depth,propagation_duration,propagation_efficiency,propagation_speed,question_count,reply_count,reply_forward_ratio,std_time_from_root,text_length,virality_score
478,116.093220013947,478,0,0,75,0,0,0,1.0,True,6,0.08,2382.150277777778,6.541666666666667,2442_yoUH87f6a_1784403422,0,495,84,[围观] 印度一妇女一次产下11胞胎，创世界记录[威武] [威武],1340263472,0.20065904509009774,312.90053626042146,7,2382.150277777778,68.28571428571429,4.1173808422453515,0,403,5.373333333333333,312.90053626042146,33,4.0343
864,17.213351980452675,864,0,5,394,0,0,0,1.0,True,6,0.015228426395939087,667.7322222222223,1.1813888888888888,1232_A1w1HERek_2694574213,0,935,343,☆紧急通知：          刚刚电视新闻己播出、暂时别吃牛肉、猪肉、羊肉、鸡肉、鸭肉或肉制品，因辽宁到杭州5570头家禽感染了炭疽杆菌。杭州刚开完紧急会议。请尽量多通知亲朋好友！！！收到请转  ！！  ,1374652092,1.2939318655682,74.02222010643548,10,667.7322222222223,86.4,50.19359396015085,0,470,1.1928934010152283,74.02222010643548,103,4.6681
145,8.484009578544061,145,0,1,25,0,0,0,1.0,True,3,0.12,341.2175,3.1405555555555558,213_yEJtteMve_1863117811,0,151,0,这是普陀山，你信吗?以后黄金周拒绝一切国内行，要么出国要么宅家!,1349252133,0.4249488962318756,29.847955048585188,3,341.2175,48.333333333333336,17.090975517838043,1,120,4.8,29.847955048585188,32,3.1909
269,2.2864611730689797,269,0,0,44,0,1,0,1.0,False,0,0.0,19.705555555555556,0.6419444444444444,3576_lifOAG_1314608344,0,280,106,【“PS领导视察照”作者大方自嘲、推介家乡景色，网友赞其“最成功危机公关”】四川会理县公务员孙正东，因为合成了三位领导“飘浮在空中”的视察照片，引发如潮恶评。@会理县孙正东 昨天开微博，不但大方推荐网友的PS作品，表示“将闭门苦炼PS技术”，还借机发会理县风景照，赢得网友一片称赞之声。,1309268887,13.650972652946152,4.077868271372382,5,19.705555555555556,53.8,117.6490566157034,0,225,5.113636363636363,4.077868271372382,143,3.4259
771,38.29446606139213,771,0,1,438,0,0,0,1.0,True,0,0.0,2143.56,13.649444444444445,2522_ygiFVffbS_1673791623,0,932,262,【庄严国徽下、堂堂法院地，暴打申诉人3】有图有真相，套图来了。云南省高级法院，出来走两步，让我们看看是否“标致极了”。连74岁的老人都下得了手，两个字评价：威武!,1335369287,0.3596820242960309,108.60609987220512,8,2143.56,96.375,20.133457371202518,0,333,0.7602739726027398,108.60609987220512,81,4.2714
265,10.175184486373166,265,0,0,92,0,0,0,1.0,False,0,0.0,95.2136111111111,9.628055555555555,4714_eXiQ8y_1582319552,0,284,106,中新社北京4月17日电 温家宝总理: 近年来相继发生“毒奶粉”、“瘦肉精”、“地沟油”、“彩色馒头”等事件，这些恶性的食品安全事件足以表明，诚信的缺失、道德的滑坡已经到了何等严重的地步。一个国家，如果没有国民素质的提高和道德的力量，绝不可能成为一个真正强大的国家、一个受人尊敬的国家。,1303049960,2.7832155183228355,7.895184229748663,0,95.2136111111111,265.0,26.043753836099377,0,173,1.8804347826086956,7.895184229748663,142,3.3519
142,148.64302621283255,142,0,3,85,0,0,0,1.0,True,2,0.023529411764705882,5337.234722222222,41.042361111111106,1457_zExlhg5C6_2035637527,0,147,19,李盟盟，21岁，河南开封县陈留四中学生，今年高考565分。因县招办失职把她的志愿申请锁在柜子忘了提交，造成任何大学都上不成。河南省高招办回应，此事不予处理！李盟盟是农村孩子，为供其上学妹妹辍学打工，父亲打工摔断了腿。你的一次转发也许就能帮她改变命运！试试能否创造奇迹！,1372982802,0.026605537771978778,680.1171615746241,8,5337.234722222222,17.75,0.9553088605494292,0,57,0.6705882352941176,680.1171615746241,134,3.3167
856,10.006719885773624,856,0,0,256,0,0,0,1.0,True,5,0.01953125,691.3588888888889,2.1845833333333333,2021_zlHsKlZF6_2634090281,0,883,99,2月30号，我们在休假，蒙牛却在为我们生产良心奶[泪]via:钢铁侠Z,1362279408,1.2381413094662201,52.94029679979169,10,691.3588888888889,85.6,85.54251640609627,0,600,2.34375,52.94029679979169,35,4.5968
113,4.126408554572271,113,0,1,34,0,1,0,1.0,True,5,0.14705882352941177,122.27027777777778,0.6408333333333334,1284_ABmDxcqIt_2771041282,0,114,25,马航旧广告， 在推特上传疯了。非常尴尬！Via@自由的Cyberomeo,1395021893,0.9241820829537477,14.490089381086513,4,122.27027777777778,28.25,27.38458843945305,0,79,2.323529411764706,14.490089381086513,36,3.2275
373,16.510090110217455,373,0,0,116,1,1,1,1.0,False,6,0.05172413793103448,876.1036111111111,1.0022222222222221,4366_yETNhgMLK_1642591402,0,407,273,第17届#釜山电影节#开幕红毯，汤唯紫色长裙优雅高贵亮相，组图：http://t.cn/zlXqV6y 另有文根英、金雅中、金莎朗、裴素恩等高清美图。关注@新浪韩娱 微博直播，查看更多：http://t.cn/zlfgltQ,1349346711,0.42574873025228815,87.7985975426153,3,876.1036111111111,124.33333333333333,22.59224495505114,0,257,2.2155172413793105,87.7985975426153,112,3.9757
468,45.45599418328585,468,0,0,90,0,0,0,1.0,False,0,0.0,4084.778333333333,2.738472222222222,3381_yovcC8f1M_1757147577,0,549,59,【你2过吗？】1、坐车下错站；2、上楼走错层；3、上学进错班；4、回家开错门；5、短信发错人；6、招呼打错人；7、熟人叫错名；8、洗澡不拿毛巾或内衣；9、买东西忘拿找钱、忘付钱、不拿东西就走人；10、走路撞树、撞门、撞电杆；11、东西在手却找个不停。  ,1340029844,0.11457170054515403,377.279600079451,4,4084.778333333333,117.0,10.29567185601417,1,378,4.2,377.279600079451,127,3.7408
115,44.88574396135266,115,0,0,37,0,0,0,1.0,True,3,0.08108108108108109,596.12,0.8183333333333334,120_ABmST087I_1700132950,0,115,23,【马来西亚航空旧广告】 近日，马航旧广告在推特上被转疯了，其广告语是:“无论你去哪儿，都没有人会知道。”[生病][生病][生病],1395024161,0.19291417835335167,120.65810844739912,5,596.12,23.0,2.5620606867743314,0,78,2.108108108108108,120.65810844739912,64,3.156
803,186.7806204861111,803,0,2,426,0,0,0,1.0,True,25,0.05868544600938967,6182.199722222223,17.752916666666668,225_Ad63B5cqM_2287384842,0,832,230,中央电视台在干嘛？新闻联播放经济？天气预报放哈尔滨要降温！！？华南地区在地图上就是万里晴空？非常好〜浙江在遭受大灾难么？只字不提么？浙江活该只能自救？哪次全国受灾受难的时候浙江没出手？难道我们浙江已经被划出中国界了？浙江人你们转发起来，记住中央的态度，记住所有无情的人。,1381232705,0.12988904210156407,463.92998329500443,17,6182.199722222223,47.23529411764706,4.299161218707433,9,377,0.8849765258215962,463.92998329500443,135,4.8282
443,492.2307085527966,443,195,4,251,0,0,0,1.0,True,14,0.055776892430278883,14997.101111111111,13.196388888888889,898_yCtI3ivpq_1528462485,0,444,1759,对于近日打砸抢地报道万感痛心！理性爱国什么时候才能做到啊！？自己喝毒药想让别人难受怎么可能 无论下面的图文真与假，对我们都是个警告 长点心吧！中国人！ ​,Tue Sep 18 20:26:56 +0800 2012,0.029539042026714646,1181.5986760529458,2,14997.101111111111,221.5,0.8999844835005532,1,192,0.7649402390438247,1181.5986760529458,77,4.1748
233,78.69546018121126,233,13,1,97,0,0,0,1.0,True,0,0.0,4654.448888888889,36.065555555555555,990_yw29Uuoqk_2232749797,0,239,37,"【太活跃的鱼千万别买】去买鱼,结果看到摊贩往水盆内加入一种白色粉未,迅速用手搅拌,一会功夫白色粉未溶解,将半死不活的鱼虾倒入其中,一会儿就活蹦乱跳开,仿佛刚从河中捕回来的.这是一种能够致癌的催化剂，俗称鱼浮灵，也对智力有影响。相互转告一下，有必要让更多的人知道！(关注 )    ​",Tue Aug 07 11:16:50 +0800 2012,0.05005963231355234,335.3410159171446,6,4654.448888888889,38.833333333333336,2.960780704039003,0,136,1.402061855670103,335.3410159171446,141,3.4393
141,7.075514184397163,141,0,0,31,1,1,1,1.0,False,0,0.0,251.93833333333333,0.8380555555555556,4616_yeQnYmabp_1502844527,0,150,50,#旅游时讯#“船在水中行，人在花中游”——这里是江苏兴化千岛油菜花海，目前已进入最佳观赏期……（博友 @穿山甲1268）http://t.cn/zOpr8mt,1334541801,0.5596607635466351,25.999139812455027,3,251.93833333333333,47.0,19.927880338496312,0,110,3.5483870967741935,25.999139812455027,79,3.0154
895,65.22625636250775,895,0,0,296,0,1,0,1.0,False,9,0.030405405405405407,2682.0916666666667,41.391666666666666,3581_z8lFJwQ74_2301903764,0,934,136,【巧克力蛋糕当早餐能减肥？】英国每日电讯报：最近一项研究表明，将巧克力蛋糕等甜食作为早餐有利于人体在新陈代谢最旺盛时有效分解糖分，并在接下来的时间里充分消耗热量，减少热量摄入需求。实验显示连续32周以巧克力蛋糕作早餐的人平均减掉21公斤体重 ~~（是吃货就关注@吃货都在这里集合）,1354692864,0.3336947842324554,135.9804889586569,6,2682.0916666666667,149.16666666666666,13.721468161929474,1,599,2.0236486486486487,135.9804889586569,140,4.6293
253,39.758331137461575,253,0,0,53,0,0,0,1.0,False,2,0.03773584905660377,3456.554166666667,0.5702777777777778,3472_yCcf9F8Vq_1761216793,0,259,73,一个人、一手机、一台电脑过一天。你是不是也是这样。。。  ,1347811142,0.07319428187754423,249.6775851219842,2,3456.554166666667,126.5,6.363446169942865,0,200,3.7735849056603774,249.6775851219842,29,3.4777
167,23.802935795076515,167,0,6,44,0,0,1,1.0,True,0,0.0,276.4627777777778,18.2825,646_yFu2NonV9_2855876772,0,183,12,中国云南双柏县鄂家镇彝族传统文化的庆典节日，时间为每年阴历的7月14-16三天，“摸奶节”期间男人以摸到奶为吉祥，女子们以被摸奶为吉利。节日起源于隋朝年间。在这三天内是男人就高兴地摸，是女人就要愉快地接受被摸。是真是假？！转发！评论！！求考证！！进入高清大图>>>http://t.cn/zlpDKHb,1349678937,0.6040596182327137,34.95593407825991,2,276.4627777777778,83.5,7.015941287147566,1,123,2.7954545454545454,34.95593407825991,151,3.1006
725,69.20636934865901,725,0,0,270,0,0,0,1.0,False,1,0.003703703703703704,6565.340277777777,0.5497222222222222,4832_ygiEqsaLN_1740577714,0,749,134,人最值得高兴的事：父母健在、知己两三、盗不走的爱人。其他都是假象，别太计较。 ,1335369067,0.11042839659872077,584.7733008735845,4,6565.340277777777,181.25,10.47591438220777,0,455,1.6851851851851851,584.7733008735845,39,4.2332
69,77.69266103059581,69,0,1,3,1,1,0,1.0,False,0,0.0,1051.9680555555556,1.5322222222222222,4289_z4hU1u8wf_1757458827,0,70,68,某发行悍将称，#泰囧#票房不过3亿就辞职！@影评老大爷暗夜骑士,1352385446,0.06559134532232574,245.8158637580371,6,1051.9680555555556,11.5,0.8881147728075295,0,66,22.0,245.8158637580371,31,2.2554
544,32.337558210784316,544,0,1,143,0,1,0,1.0,True,0,0.0,1839.0333333333333,21.122777777777777,1741_yCXbS3F2V_2720799350,0,565,61,原来，日本人从来都不用三文鱼做刺身吃的。蔡澜 正统的日本铺子，绝对不会卖三文鱼刺身，因为他们老早知道它的虫极多，只能用盐腌制过后烧熟来吃 三文鱼鱼肉颜色一直保持鲜红，即使腐坏了也不变，又闻不出异味，要非常非常小心 爱鱼生的各位要小心啦！（做一个睿智 聪慧的女人就关注@女生要懂的智慧）,1348241404,0.2958075800692393,115.40245882275335,7,1839.0333333333333,77.71428571428571,16.82254412822612,0,401,2.804195804195804,115.40245882275335,142,3.9524
718,47.15472222222222,718,0,0,442,0,0,0,1.0,False,1630,3.6877828054298645,2964.766111111111,2.1172222222222223,3125_AzTTu8WeP_1983711441,0,751,461,怎么说呢 你对我笑的时候啊 感觉就好像我是只剩1%电的手机 就在哆哆嗦嗦要关机的那一瞬间 突然被你接上了充电器,1394190252,0.24217761978226127,220.86206160303604,2,2964.766111111111,359.0,15.226470778819136,0,276,0.6244343891402715,220.86206160303604,55,5.2169
566,114.23188457008244,566,0,0,173,0,0,0,1.0,False,25,0.14450867052023122,7411.015277777778,0.7570833333333333,4567_ywIQTvQst_1720084970,0,593,203,你是不是经常在深夜像个傻子一样不知道自己为什么睡不着。,1344700686,0.0763728016722855,495.19052913264204,3,7411.015277777778,188.66666666666666,4.954833776315343,0,393,2.2716763005780347,495.19052913264204,27,4.3978
298,9.507565469509913,298,0,1,57,0,0,1,1.0,False,877,15.385964912280702,151.3388888888889,1.2325,2677_Aztx8i5Ep_1642591402,0,329,652,【胡杏儿男友疑曝光 机场挽手同游韩国】今日中午，胡杏儿在微博上传与一位男士紧紧拥抱的照片，并写道：“我找到了！”疑似公开恋情。随后，有网友微博曝光胡杏儿的“新男友”疑是李思捷，并拍到两人挽着胳膊现身机场。而早前还有网友拍到两人与胡定欣等人一同游韩国。详细：http://t.cn/8FemSH0,1393948663,1.9690907088579712,24.989253172218362,4,151.3388888888889,74.5,31.34346021130907,0,241,4.228070175438597,24.989253172218362,147,4.5022
395,24.1466223628692,395,0,0,147,0,0,0,1.0,True,5,0.034013605442176874,3857.992222222222,0.8227777777777778,1223_zmDw678DA_1746096991,0,432,161,【京少李公子不构成轮奸 将军爹明星娘都笑了】红星罩儿去战斗，摊上大事儿天不怕。“鸽江组合”果然发威，无视舆论压力，洒脱砸下重金请来阵势强大的76人律师团，为现名李冠丰的逆子犯案作辩。该律师团所有成员“共同努力”：李公子第一个与女子发生性关系，不构成轮奸，只是以判罚较轻的强奸罪批捕。,1362811463,0.10238486167099582,273.33313765556414,6,3857.992222222222,65.83333333333333,16.358395557939414,0,248,1.6870748299319729,273.33313765556414,141,4.0623
313,8.022105963791267,313,0,0,55,0,1,0,1.0,False,0,0.0,65.76722222222222,2.8725,4882_eu7gkP_1645311413,0,387,281,万达董事是吧？中国首富公子是吧？你不靠老子是个啥？靠了老子又是个啥？看看你这素质，怪不得富二代那么遭人恨。//@王思聪:窦评论猿，你还是回学校进修个几年经济学再出张嘴吧。评论员我见多了，你这么没水准的我是第一次见，别给你们这个职业丢脸了行吗？ 多大岁数了你，怎么跟个SB愤青一样,1302511492,4.759209670470769,12.5610373070464,0,65.76722222222222,313.0,39.017185937553414,5,258,4.6909090909090905,12.5610373070464,139,3.3425
570,19.759551169590644,570,0,0,171,0,0,0,1.0,True,1,0.005847953216374269,898.4541666666667,2.1574999999999998,2314_z0L9sqXkU_2738680674,0,577,88,一只幼猴紧紧搂住即将被“活取猴脑”的妈妈。[泪流满面]那些吃猴脑的还忍心吗？（转）,1350380634,0.6344230136020665,85.5032061864053,7,898.4541666666667,81.42857142857143,28.84680907515819,1,399,2.3333333333333335,85.5032061864053,41,4.1214
308,155.11536255411255,308,0,1,205,0,0,0,1.0,True,5,0.024390243902439025,5859.941666666667,12.202777777777778,523_zw3S5qS3d_1639751947,0,332,36,各位同胞们注意了，最近内地拐卖份子阵地转移到西藏了，他们利用藏族人的同情心，通过问路或迷路等方式，拐走中小学女生，西藏各地已发生失踪女学生多起，希望我们政府注重这些问题，警力转移到这些事上，充分利用各路的检查站，让犯罪分子有来无回！不要赞，请转发。,1368166963,0.05256025017313881,622.3963489490674,4,5859.941666666667,77.0,1.9856189285735841,0,103,0.5024390243902439,622.3963489490674,124,3.8506
98,24.91297052154195,98,0,1,66,0,0,0,1.0,True,12,0.18181818181818182,336.0025,0.6690277777777778,233_zA9sEbXMi_1807058715,0,103,91,哪位认识一名叫白娅倩的沈阳高考考生，考点是在一中，考场是013，准考证号：204***311，请让她赶快和丁先生联系：13830468131，她的准考证丢了，没有证件，明儿怎么顺利参加 高考啊？抓紧抓紧，发动微博的力量吧！[威武],1370491067,0.2916644965439245,65.93385156978525,1,336.0025,98.0,3.9336938931172645,1,32,0.48484848484848486,65.93385156978525,115,3.1726
384,87.01095413773149,384,0,0,166,0,0,1,1.0,False,0,0.0,7246.2266666666665,9.202083333333334,4805_z2ascajt1_1713053037,0,445,49,人生中出现的一切，都无法拥有，只能经历。深知这一点的人，就会懂得：无所谓失去，而只是经过而已；亦无所谓失败，而只是经验而已。用一颗浏览的心，去看待人生，一切的得与失、隐与显，都是风景与风情。多多。晚安好梦。 http://t.cn/zl3ZwuB,1351180742,0.05299309801699091,411.4651856006326,4,7246.2266666666665,96.0,4.413237434359796,0,218,1.3132530120481927,411.4651856006326,123,3.7305
485,874.2353699885452,485,0,3,139,0,0,0,1.0,False,8,0.05755395683453238,22500.680555555555,37.87111111111111,5095_zlaNkdX0W_2111293970,0,491,58,西藏，能给你另一种幻想。感谢作者:思洛博顿 感谢你用这样的方式展示西藏！真心喜欢！忍不住分享给所有爱西藏的人！,1361980013,0.021554903586249553,1982.6829925612594,6,22500.680555555555,80.83333333333333,0.5547705076338364,0,346,2.4892086330935252,1982.6829925612594,55,4.1694
432,15.517720550411523,432,0,0,128,0,0,0,1.0,True,2,0.015625,2281.713333333333,0.7166666666666667,2394_zmcijuFwf_1644669663,0,449,127,周喜军儿子周磊为真凶，周磊平日游手好闲，江湖称号“经开三哥”。警察在带周喜军指认现场时发现可疑，确认是父亲替儿顶罪自首，今日周磊已归案。传因婴儿父亲与其女友有染，遂劫车杀人报复。图为周磊、周喜军及被盗车监控照片，大家看看到底是老子在开车还是儿子在开车。,1362561976,0.1893314088535808,128.75936636775845,3,2281.713333333333,144.0,27.839140329701554,0,304,2.375,128.75936636775845,126,3.9373
212,57.16501572327044,212,0,0,114,0,1,0,1.0,True,0,0.0,741.7625,1.6716666666666666,1837_yCqcxEgu7_2661359325,0,219,75,据博友@鄭鄭鄭鄭鄭 爆料【广州警方近日抓获打砸抢罪犯部分资料公布，疑似有日本人恶意煽动】消息未经证实，假的希望辟谣，真的盼望扩散，总之，大家请应理性爱国。,1347939064,0.2858057666705987,127.94913130412725,4,741.7625,53.0,3.708561911821536,0,98,0.8596491228070176,127.94913130412725,77,3.368
704,7.3797261679292925,704,0,0,219,0,0,1,1.0,False,54,0.2465753424657534,516.1802777777777,0.7019444444444445,3159_zgBZ3uWLP_1618051664,0,736,332,【广州地陷地铁站2年前被纳入地质灾害重点防治区】羊城晚报消息，根据广州市2011年度地质灾害防治方案，今日广州发生塌陷的文化公园地铁站所属的地铁6号线二期沿线，属于地质灾害重点防治区57处。属于溶洞地质的同德围也在为建设地铁做准备，但这里是广州地质灾害最多发地点之一。http://t.cn/zYAeOMo,1359388106,1.3638645843479535,30.035702695650283,4,516.1802777777777,176.0,95.39649357986114,0,485,2.2146118721461185,30.035702695650283,153,4.7358
566,17.564987730663525,566,0,0,271,1,0,0,1.0,False,551,2.0332103321033212,564.8027777777778,2.216111111111111,4239_A8g1yyD9J_2656274875,0,604,259,#央视微评#【“为生命让行”应为交通铁律】今晨，南京卫岗隧道，所有社会车辆都靠边缓行，为一辆救护车让路。避让急救车，既是法规要求，也应是汽车时代的文明自觉。但现实中，以各种理由拒避让的现象并不鲜见，甚至造成过悲剧。对比之下，南京的这一幕风景才更具标本价值：生命至上，应是交通铁律。,1378482961,1.0021197173054508,69.22778079696937,3,564.8027777777778,188.66666666666666,32.22319358708821,0,295,1.088560885608856,69.22778079696937,140,4.951
465,45.947840501792115,465,0,0,264,0,0,0,1.0,False,39,0.14772727272727273,1551.7677777777778,0.8077777777777778,3026_zow8w3EJl_1789834424,0,489,96,很多你觉得天大的事情，当你急切地向别人倾诉时，在别人眼中也是个小事，他最多不痛不痒呵呵地应和着。因为他不是你，他无法感知你那种激烈的情绪。直到有一天你觉得无需再向别人提起，甚至觉得向别人提起这事就怪可笑的。你就已经挽救了你自己。这世界上除了你自己，没谁可以真正帮到你。「转」,1363880258,0.29965823924112356,153.26386805398374,2,1551.7677777777778,232.5,10.120170935603895,0,201,0.7613636363636364,153.26386805398374,137,4.3829
298,24.381392617449663,298,0,0,152,0,0,1,1.0,False,4,0.02631578947368421,2243.262222222222,12.67,4605_z5CZXxTDV_1649252577,0,313,60,【O2O+游戏平台：微信的商业化猜想】面向未来，已经拥有2亿用户的微信是马化腾的一副好牌。拥有一副好牌的马化腾也很迷惘，拥有2亿用户的微信将怎么赚钱？多位业内人士表示，他们认为马化腾应该这样出牌，未来生活服务电商和游戏平台很应该成为微信最主要的盈利来源。http://t.cn/zjAy9qn,1353147003,0.1328422495809674,132.7663836478857,4,2243.262222222222,74.5,12.2224355546747,1,146,0.9605263157894737,132.7663836478857,146,3.8478
773,56.933809831824064,773,0,0,161,0,0,0,1.0,True,4,0.024844720496894408,5432.035555555555,31.154166666666665,1130_zCI0t30Hr_3122026694,0,805,43,（转发）上海某 酒吧一帅气男子当场被阉割；案发现场酒吧一白色保时捷上下来四人进入该酒吧将一男子当场阉割[，场面极为惨烈及壮观；鸡毁人亡[抠鼻]；睡了不该睡的人；大家引以为戒吧。乱睡別人的人是要付出代价的；喜欢在酒吧玩的人转给身旁的人看看吧。看你们还乱泡。玩感情的人会有厉害家伙来收拾你,1371944103,0.14230392862753313,240.72703843640485,20,5432.035555555555,38.65,13.57716973944574,0,612,3.801242236024845,240.72703843640485,142,4.4614
264,52.55317971380472,264,0,0,40,0,0,1,1.0,True,1,0.025,1454.8522222222223,14.032083333333333,1653_zvNkei6qC_2149103251,0,272,34,感谢上苍，感谢祖上庇佑，儿子仍然在我身边弹着琴。 今天下雨，平时外婆接小家伙幼儿园放学回家热热闹闹的马路国权路竟然比较冷清，离黄兴路还有大概30／50米的距离，迎面走来一个40多岁的中年妇女，没有任何征兆的手上拿着一大团白色的餐巾纸朝外婆口鼻捂过去， 我在:http://t.cn/zTQqYwa,1368015321,0.1814617292172477,215.73540841369103,10,1454.8522222222223,26.4,5.023482906984832,0,224,5.6,215.73540841369103,148,3.5027
62,29.145071684587815,62,0,7,32,0,1,1,1.0,False,1,0.03125,150.40194444444444,2.082777777777778,2875_z4U9alkBg_1904098061,0,68,7,史上最萌的00后魔术师！！ 13分钟完全没有一秒冷场，卖萌可耻啊！嘉宾都上来抢小家伙变的糖果了 ！！ hold住全场的搞怪、跳舞、放电样样萌爆，真心被秒了····抱走！！ [太开心] http://t.cn/zj7FeHp（分享世上最新奇最有趣的事儿，关注@YouTube全球精选 [奥特曼]）,1352735947,0.41222871305963465,48.24694094509454,1,150.40194444444444,62.0,2.127289329426703,0,30,0.9375,48.24694094509454,147,2.608
331,1.4846282309499832,331,0,0,79,0,0,0,1.0,True,8,0.10126582278481013,26.27722222222222,0.5533333333333333,1405_zlYTed3kJ_1394657835,0,347,140,凌晨的长春，丢失的孩子找到了，被偷走的车也找到，只是偷车贼没找到，看来，向雷锋同志学习50周年的今天，还是一个有效果的日子啊。,1362439124,12.596460813125013,2.8031241195857333,4,26.27722222222222,82.75,222.9514386832048,0,252,3.189873417721519,2.8031241195857333,63,3.9479
404,64.38581751925193,404,0,0,165,1,0,1,1.0,False,19,0.11515151515151516,8237.945555555556,18.856944444444444,3241_zfXpklgyO_1191965271,0,423,94,#新刊预告# 《印度商业线报》总编辑G.昌德拉施卡，认为：“印度的社会制度和经济状况都是印度国民性的正常结果，是印度历史的一种延续。”既然如此，我们就从其历史出发，了解它的文化，探求印度为什么会变成今天的样子，它的人民为什么那么骄傲...http://t.cn/zYhGE2v ,1359016231,0.04904135348740537,502.5143310164989,7,8237.945555555556,57.714285714285715,6.274673764594205,0,239,1.4484848484848485,502.5143310164989,139,4.2594
188,2.716668144208038,188,0,0,124,0,0,0,1.0,False,12,0.0967741935483871,143.78944444444446,0.23916666666666667,4753_zvvUg5iIt_2308610287,0,718,240,我们舍友有一辆破自行车，可是他却当成宝贝，生怕被人偷于是上了三把锁。 一日他哭丧着脸跑进宿舍对我们说：“我自行车被偷了”当时一个舍友说：“你送我我都不要谁会去偷”这时一位学心理学的舍友说道：“上了三把锁的自行车很容易激起小偷的职业心理。如此具有挑战性的车，再破，也要偷。”（转）,1367855680,1.307467322976111,14.105597959307136,1,143.78944444444446,188.0,69.20241634990191,0,64,0.5161290322580645,14.105597959307136,139,3.6342
500,24.320912222222223,500,0,0,258,0,0,0,1.0,True,7,0.027131782945736434,620.2663888888889,20.015972222222224,1338_zFfUWeuu4_2307495272,0,602,167,城管执法为什么要脱女贩的裤子？ 城管执法为什么要脱女贩的裤子？7月2日下午，惠州惠城区河南岸上马庄启明苑门前，城管对一名女商贩进行检查，女商贩遭城管拔掉车钥匙时，用剪刀将一城管刺伤，城管在制服女商贩的过程中强行剥掉她的内裤。（图为：女小商贩被几名城管按倒在地剥内裤。）,1373391326,0.8061052621208002,31.07822205536881,10,620.2663888888889,50.0,20.558439396987165,2,242,0.937984496124031,31.07822205536881,134,4.3325
661,165.87420658934275,661,0,0,252,0,0,0,1.0,False,0,0.0,9696.329722222223,7.722777777777778,3478_lmf33S_1411111864,0,702,235,颜强：新闻已死？随便爆出一条消息，不论郭美美，还是谁，总有无数的评论转发。人人都是媒体，可大家都在急于互动、急于表白自己的立场、急于宣扬自己的观点，还有谁去认真“调查和报道”相关事件、现象或潮流？新闻未必死了，新闻肯定更浮躁了。人人都是媒体，媒体报道的，恐怕真正的新闻会越来越少。,1309325623,0.06817012405066097,567.2635360006848,11,9696.329722222223,60.09090909090909,3.9849474706845025,2,409,1.623015873015873,567.2635360006848,140,4.1468
936,78.10029499050333,936,0,0,660,0,0,0,1.0,False,59,0.0893939393939394,2636.0919444444444,9.212083333333332,2710_zqE8pzPo8_1653957693,0,984,74,送给女人：趁我们还年轻，多走几步路，多欣赏下沿途的风景，不要急于抵达目的地而错过了流年里温暖的人和物；趁我们还年轻，多说些浪漫的话语，多做些幼稚的事情，不要嫌人笑话错过了生命中最美好的片段和场合；趁我们还年轻，把距离缩短，把时间延长。趁我们都还年轻，多做些我们想要做的任何事 。,1365089998,0.3550710748054965,231.2816608638484,3,2636.0919444444444,312.0,11.984589816386913,0,276,0.41818181818181815,231.2816608638484,139,4.8931
775,26.90703835125448,775,0,0,237,1,0,0,1.0,False,32,0.1350210970464135,2713.941388888889,4.698333333333333,4740_zoFdcqoH4_1890174912,0,867,158,#HTC夜话# 来看看下面这哥们儿，找手机电源找到了真爱？~~~~太内涵了啊- -,1363963437,0.28556254131828973,125.1948693567329,6,2713.941388888889,129.16666666666666,28.802872686427317,1,538,2.270042194092827,125.1948693567329,41,4.7231
847,29.778316279679917,847,0,1,263,1,1,0,1.0,False,4,0.015209125475285171,5853.4511111111115,0.4502777777777778,3557_ytYCiEu2A_1855011874,0,899,62,#北京突发#【24日晚再次提醒 一定要做好准备！】@田川AJA ：紧急通知。,1343140508,0.14470096083867712,400.48043163211315,6,5853.4511111111115,141.16666666666666,28.443515477669052,0,584,2.220532319391635,400.48043163211315,38,4.4975
139,220.12072541966427,139,0,0,26,1,0,0,1.0,True,6,0.23076923076923078,14754.869166666667,36.97388888888889,16_zE1dN2jVf_2509910472,0,143,0,#一妻多夫制# 由中国人事部、常务委员会、政治协商代表共同决定，由中国宪法和婚姻法明文规从2013年8月26号开始，可以实行一妻多夫制，还可以得到政府部门相应的补助，家庭中的“夫”如果发生大的矛盾，妻有权休掉任意一男方，这也无形中提高了我国女性的地位，所以，将来可能普遍出现“倒插门”现象,1372688420,0.009420618944830811,1289.6815518623553,2,14754.869166666667,69.5,0.6314716605398875,0,113,4.346153846153846,1289.6815518623553,144,3.1711
