id,token,user_id_from_filename,label,root_time_unix,root_likes,root_comments,root_reposts,cascade_size,forward_count_estimated,propagation_depth,depth_mean,depth_median,max_breadth,time_to_root_min_s,time_to_root_median_s,time_to_root_mean_s,time_to_root_max_s,virality_score_mean_depth,repost_file_found
1819,zsZpvn357,1934767704,rumor,1366421423,0,31,133,125,99,3,1.216000,1.000000,99,29904.000000,34277.000000,184431.912000,2521331.000000,1.216000,True
181,zoBV6yRzU,1670419041,rumor,1363933268,0,623,690,164,143,2,1.128049,1.000000,143,29598.000000,32462.000000,235859.902439,2226396.000000,1.128049,True
1823,zasSzi2DH,1891810500,rumor,1355895354,0,14,234,229,123,7,1.838428,1.000000,123,28842.000000,59060.000000,230291.039301,34548039.000000,1.838428,True
1825,zt0CB8Mbe,3304751413,rumor,1366432524,0,21,305,297,141,4,1.683502,2.000000,141,29150.000000,31840.000000,82945.993266,1241199.000000,1.683502,True
1826,yDbNDqpAX,1238019837,rumor,1348375291,0,108,684,623,176,20,4.240770,3.000000,176,29305.000000,134468.000000,555490.332263,18355036.000000,4.240770,True
1827,z4xnEdV3q,2956794885,rumor,1352527297,0,185,726,634,371,7,1.848580,1.000000,371,28852.000000,44238.500000,555813.301262,34963939.000000,1.848580,True
1831,yvHGzvceZ,2019688651,rumor,1344121777,57,206,680,665,351,4,1.578947,1.000000,351,29114.000000,70755.000000,2128976.484211,50150083.000000,1.578947,True
1832,zadIUnfJK,2677209081,rumor,1355756453,0,50,306,291,131,7,2.027491,2.000000,131,29872.000000,3138035.000000,3113933.481100,16586778.000000,2.027491,True
1833,zsjoFpXbG,2314241970,rumor,1366036378,2,69,380,367,97,9,3.490463,3.000000,97,28829.000000,94126.000000,184648.171662,3880804.000000,3.490463,True
1834,yCK1EFfjz,2294510525,rumor,1348120751,26,88,366,293,117,8,1.832765,2.000000,142,28949.000000,56828.000000,2069222.696246,76236817.000000,1.832765,True
1836,zpehvsQrO,2328974704,rumor,1364284840,2,26,124,121,80,4,1.528926,1.000000,80,37228.000000,407683.000000,435465.090909,1308961.000000,1.528926,True
1837,yCqcxEgu7,2661359325,rumor,1347939064,0,75,219,212,153,5,1.386792,1.000000,153,28817.000000,34835.000000,234611.056604,2699162.000000,1.386792,True
1838,zt4hlemkb,2256231983,rumor,1366466041,5,73,326,320,240,5,1.325000,1.000000,240,28819.000000,30822.500000,46638.103125,904695.000000,1.325000,True
1839,yo1ly0yoS,2562810123,rumor,1339756220,4,100,296,275,164,5,1.723636,1.000000,164,28873.000000,44294.000000,755741.672727,50315161.000000,1.723636,True
183,z4EWqea54,2289228625,rumor,1352596591,3,38,305,299,235,4,1.274247,1.000000,235,28873.000000,39913.000000,243348.839465,3668188.000000,1.274247,True
1840,z9bHBDRsW,2373679124,rumor,1355169713,1,109,150,146,105,4,1.356164,1.000000,105,29239.000000,50686.000000,119101.445205,1772492.000000,1.356164,True
1841,z069zgT77,2425678381,rumor,1350004893,0,15,157,156,113,3,1.333333,1.000000,113,28826.000000,43665.000000,125260.769231,2050100.000000,1.333333,True
1842,yExC4vBdR,1762675215,rumor,1349143428,6,82,242,238,185,4,1.268908,1.000000,185,28829.000000,35270.000000,51750.428571,446921.000000,1.268908,True
1843,zopQl0Xcu,1805244774,rumor,1363822584,2,39,106,101,53,5,1.841584,1.000000,53,28965.000000,33141.000000,77291.475248,2305588.000000,1.841584,True
1844,zfTtyxg2J,1080504934,rumor,1358980196,1,21,196,193,40,6,2.398964,2.000000,66,30279.000000,35806.000000,44328.860104,387209.000000,2.398964,True
1846,zsZt3dYod,1303821914,rumor,1366421948,4,136,509,479,367,3,1.242171,1.000000,367,28832.000000,37502.000000,217398.743215,2534035.000000,1.242171,True
1847,A1XM3lyJB,3315307385,rumor,1374906391,4,537,681,625,521,2,1.166400,1.000000,521,28902.000000,181110.000000,1100824.275200,16548401.000000,1.166400,True
1848,ynZNPBrPM,2109072415,rumor,1339742072,0,27,141,133,80,6,1.774436,1.000000,80,29025.000000,50234.000000,407250.375940,17343639.000000,1.774436,True
1849,ywzUyxRDY,1772674122,rumor,1344618744,4,44,145,142,50,7,2.514085,2.000000,50,28986.000000,72690.500000,92669.478873,1627023.000000,2.514085,True
184,zhMQ5mRvr,2758068110,rumor,1360055811,5,48,684,664,177,15,3.655120,3.000000,177,29328.000000,97177.000000,156733.637048,31030270.000000,3.655120,True
1851,zF1AZ5KKO,2661641064,rumor,1373260068,0,51,117,117,42,2,1.641026,2.000000,75,121086.000000,243949.000000,590906.846154,24650437.000000,1.641026,True
1854,zyPRSmvYI,1243469234,rumor,1369743279,0,24,151,147,20,2,1.863946,2.000000,127,29165.000000,45944.000000,358926.183673,40418254.000000,1.863946,True
1855,z8WueuzF9,2188745734,rumor,1355030264,0,52,207,201,167,3,1.189055,1.000000,167,28831.000000,30865.000000,85992.835821,3299096.000000,1.189055,True
1856,zFFv7xbzn,2329878550,rumor,1373625795,9,60,275,255,69,2,1.729412,2.000000,186,28869.000000,42605.000000,364658.670588,13428092.000000,1.729412,True
1857,zuAkvnZvg,1343245922,rumor,1367328001,0,27,175,174,67,5,1.936782,2.000000,67,29007.000000,51570.500000,201533.902299,11355900.000000,1.936782,True
1858,A1VfxmcJ9,1230218795,rumor,1374883256,4,56,272,257,129,2,1.498054,1.000000,129,28861.000000,37127.000000,372994.463035,73558481.000000,1.498054,True
1860,ztcOnpAxg,2624336930,rumor,1366544242,9,54,259,254,147,6,1.645669,1.000000,147,29021.000000,36350.500000,87300.114173,1612085.000000,1.645669,True
1861,yBobjEWvg,1617215511,rumor,1347352334,0,71,203,191,60,6,2.183246,2.000000,70,34567.000000,131221.000000,170610.801047,1295790.000000,2.183246,True
1865,zmB8HrWQ7,2492070953,rumor,1362789675,5,34,128,125,82,6,1.736000,1.000000,82,28847.000000,38480.000000,196615.776000,2436489.000000,1.736000,True
1867,zhAek6p7G,1827370530,rumor,1359940249,1,11,289,257,152,7,1.735409,1.000000,152,28838.000000,73304.000000,79968.404669,641797.000000,1.735409,True
1870,zuApMrEns,1673665137,rumor,1367328781,3,84,387,347,253,8,1.550432,1.000000,253,29651.000000,169470.000000,183242.726225,371029.000000,1.550432,True
1873,z6NPM7q4Y,1998120487,rumor,1353814528,0,3,225,203,85,5,1.955665,2.000000,85,28871.000000,120002.000000,193823.729064,4532253.000000,1.955665,True
1874,zneIahHuw,2202911004,rumor,1363152344,14,236,415,395,300,3,1.253165,1.000000,300,28858.000000,29666.000000,253629.789873,33974930.000000,1.253165,True
1875,zljv0h89O,1198220993,rumor,1362059784,3,41,145,136,75,5,1.588235,1.000000,75,28863.000000,32859.000000,259932.838235,3326285.000000,1.588235,True
1876,zcEXxnBTn,1264782967,rumor,1357142499,1,22,137,118,111,3,1.076271,1.000000,111,38563.000000,89816.000000,85258.491525,249445.000000,1.076271,True
1877,zuqHtF6tk,1726276573,rumor,1367239746,8,35,191,188,132,4,1.361702,1.000000,132,28855.000000,37817.000000,100297.925532,1067965.000000,1.361702,True
1878,yFUhqc6Tm,1899896231,rumor,1349919384,2,56,101,92,58,6,1.804348,1.000000,58,28885.000000,38126.000000,87832.641304,622186.000000,1.804348,True
187,zuFJ1jK9t,1285020581,rumor,1367377447,6,69,292,262,109,9,2.335878,2.000000,109,28950.000000,46849.000000,300229.557252,23605025.000000,2.335878,True
1880,zk49WkzQ4,2364609014,rumor,1361350981,4,46,162,156,25,7,3.519231,4.000000,77,1402525.000000,2270547.500000,2428846.551282,11642765.000000,3.519231,True
1887,zxaklqTaK,2329878550,rumor,1368794346,7,147,632,546,338,7,1.666667,1.000000,338,28985.000000,34046.500000,200675.697802,32796158.000000,1.666667,True
1888,zmDaLbny1,1909867147,rumor,1362808307,1,90,143,143,76,7,2.083916,1.000000,76,29268.000000,44163.000000,278883.524476,9177383.000000,2.083916,True
1889,yBqzNpZEO,1445937283,rumor,1347374284,1,91,493,468,219,8,1.976496,2.000000,219,28844.000000,65222.500000,129527.835470,5637326.000000,1.976496,True
1890,A1VD0majf,2827469920,rumor,1374886725,8,160,655,638,229,2,1.641066,2.000000,409,28845.000000,35404.500000,50629.838558,1693053.000000,1.641066,True
1891,yw74jgoqR,1037239353,rumor,1344354406,0,72,535,526,210,9,2.479087,2.000000,210,28834.000000,62099.000000,141762.874525,6542387.000000,2.479087,True
1894,z8PET9vcB,2606630821,rumor,1354967685,0,16,98,97,66,5,1.587629,1.000000,66,28863.000000,36610.000000,60380.381443,244891.000000,1.587629,True
1895,yES2njm4f,1933565760,rumor,1349330612,1,28,205,182,115,4,1.450549,1.000000,115,28932.000000,35988.500000,91331.065934,2367000.000000,1.450549,True
1897,yAKoOAXS8,1563901390,rumor,1346987737,0,14,136,131,69,4,1.725191,1.000000,69,29006.000000,43435.000000,200266.671756,4064039.000000,1.725191,True
1898,zr3cq2rWF,1974045324,rumor,1365319712,3,120,134,131,97,4,1.343511,1.000000,97,28868.000000,35519.000000,97565.931298,6846408.000000,1.343511,True
1901,ztsMU8sQy,1845382065,rumor,1366690660,3,15,206,203,50,14,3.896552,3.000000,50,52861.000000,103725.000000,120532.665025,963352.000000,3.896552,True
1904,ygovGyxO2,2200471301,rumor,1335422763,0,89,396,390,155,13,2.497436,2.000000,155,28868.000000,36652.500000,102544.107692,4765311.000000,2.497436,True
1905,zncqOiBMN,1680214487,rumor,1363131450,9,132,390,381,181,9,2.107612,2.000000,181,28869.000000,41840.000000,73661.853018,4633835.000000,2.107612,True
1907,zqpkVAFb2,2796884622,rumor,1364954377,0,30,196,187,118,7,1.593583,1.000000,118,29842.000000,39756.000000,72782.561497,2525300.000000,1.593583,True
1908,ytkwjkBSA,1692902542,rumor,1342773033,0,62,367,360,258,6,1.372222,1.000000,258,28858.000000,34038.000000,201962.797222,12058239.000000,1.372222,True
1909,z0yFwmTwe,2728784365,rumor,1350266231,2,49,555,535,445,6,1.209346,1.000000,445,28833.000000,41773.000000,191540.050467,4244425.000000,1.209346,True
190,yAX4soOeX,1869940871,rumor,1347103869,7,171,390,380,289,7,1.473684,1.000000,289,28838.000000,75149.000000,944015.784211,7006814.000000,1.473684,True
1911,zm27tzCmb,1895300977,rumor,1362468725,6,29,131,127,93,3,1.291339,1.000000,93,28831.000000,34342.000000,503959.685039,1591682.000000,1.291339,True
1912,z4zWCF7Dm,2132709307,rumor,1352550797,0,38,132,121,51,6,2.107438,2.000000,51,28942.000000,39092.000000,85429.479339,1561208.000000,2.107438,True
1913,zt22seyn3,2012889747,rumor,1366445511,11,139,339,332,184,5,1.849398,1.000000,184,28916.000000,46778.500000,127187.743976,5452101.000000,1.849398,True
1914,z62jXn4oo,2320075785,rumor,1353379078,0,23,496,401,89,14,4.109726,4.000000,89,28864.000000,81183.000000,568635.329177,10993529.000000,4.109726,True
1915,yAJWtC54b,2073490685,rumor,1346983549,1,13,154,148,37,10,3.486486,3.000000,37,31334.000000,466486.000000,901702.344595,11174517.000000,3.486486,True
1918,A166IeqMM,1806348177,rumor,1374414545,7,50,288,253,217,2,1.142292,1.000000,217,28906.000000,67268.000000,82200.675889,2382234.000000,1.142292,True
1920,z6bTKr8xK,2132289933,rumor,1353466853,0,9,152,150,72,7,2.086667,2.000000,72,28820.000000,36872.500000,97009.873333,1963981.000000,2.086667,True
1921,yqBavqPc6,2773535270,rumor,1341220956,3,63,131,111,87,6,1.441441,1.000000,87,29936.000000,57797.000000,308375.882883,1990773.000000,1.441441,True
1922,yzq9altbi,1681920200,rumor,1346233907,0,54,170,165,121,5,1.400000,1.000000,121,28881.000000,34587.000000,86360.872727,1571524.000000,1.400000,True
1925,zwRqp80cs,1880644580,rumor,1368621111,4,57,129,129,108,3,1.201550,1.000000,108,28972.000000,33851.000000,54312.550388,779853.000000,1.201550,True
1927,ymlfX9aLx,1737470741,rumor,1338802252,0,27,117,111,78,4,1.423423,1.000000,78,28858.000000,33214.000000,60269.261261,1060950.000000,1.423423,True
1928,yzOLNtA1W,1631394090,rumor,1346459575,1,231,650,591,286,8,1.986464,2.000000,286,28923.000000,36515.000000,63635.962775,1484778.000000,1.986464,True
192,ADwO9pKS0,1285160194,rumor,1396251546,137,209,184,179,168,2,1.061453,1.000000,168,28874.000000,30054.000000,31825.888268,230754.000000,1.061453,True
1933,yxy1NvL1n,1971537652,rumor,1345169703,0,71,188,181,117,6,1.602210,1.000000,117,28818.000000,30567.000000,115552.729282,13294712.000000,1.602210,True
1934,yzQQ14slD,1465092222,rumor,1346478529,1,105,304,253,148,5,1.588933,1.000000,148,28868.000000,31427.000000,45223.857708,1277019.000000,1.588933,True
1935,z2AjG4C79,1747318681,rumor,1351417769,0,3,303,251,119,5,1.856574,2.000000,119,28923.000000,32776.000000,74616.051793,2215872.000000,1.856574,True
1936,A024H7vwL,1196129047,rumor,1373809371,55,136,728,707,466,2,1.340877,1.000000,466,28832.000000,37205.500000,413920.926346,17806354.000000,1.340877,True
1937,zn6qQCA3W,2649443551,rumor,1363076467,0,22,91,91,73,3,1.241758,1.000000,73,28859.000000,31056.000000,41050.813187,384697.000000,1.241758,True
1939,zoa3Kec7J,1791276535,rumor,1363677929,7,101,452,435,161,8,2.020690,2.000000,185,28847.000000,44519.000000,133769.000000,3748070.000000,2.020690,True
193,zfm7KgJk0,2828417252,rumor,1358674531,0,52,164,140,68,4,1.614286,2.000000,68,28861.000000,33772.500000,112490.328571,2109588.000000,1.614286,True
1940,zkfxr6NvS,2853016445,rumor,1361455267,4,178,850,788,326,9,2.126904,2.000000,326,28867.000000,36461.000000,65628.970812,2924530.000000,2.126904,True
1942,yE8zeeZea,2119664424,rumor,1348913887,4,124,552,523,242,11,2.990440,2.000000,242,28869.000000,60643.000000,334887.353728,34428283.000000,2.990440,True
1945,zqpEmjyK8,2171939562,rumor,1364957249,2,36,106,106,48,5,2.226415,2.000000,48,28883.000000,35649.500000,227582.754717,2255819.000000,2.226415,True
1947,zkXdolBQb,1285020581,rumor,1361855557,1,44,120,115,92,5,1.330435,1.000000,92,28868.000000,31212.000000,51123.478261,909590.000000,1.330435,True
1948,zr4qPCAdP,1600273870,rumor,1365331008,0,35,122,115,89,3,1.252174,1.000000,89,28858.000000,38104.000000,70146.217391,581835.000000,1.252174,True
1949,yB41F2E3h,1574647051,rumor,1347167611,0,20,139,127,35,6,2.299213,2.000000,55,29153.000000,182985.000000,671798.307087,6967681.000000,2.299213,True
194,yD71a4GDv,2773535270,rumor,1348331465,0,159,314,291,148,9,2.312715,1.000000,148,29094.000000,64162.000000,73902.859107,465375.000000,2.312715,True
1950,zfM1FwjKW,2845022041,rumor,1358911921,6,284,963,766,374,9,1.980418,2.000000,374,28853.000000,51302.500000,71727.208877,1171710.000000,1.980418,True
1951,ywHgf8TIn,2359874585,rumor,1344686104,9,83,355,345,145,7,2.339130,2.000000,145,28856.000000,36462.000000,66276.428986,2710915.000000,2.339130,True
1952,zmAUe0hdO,2193287082,rumor,1362787535,1,23,130,123,58,5,1.813008,2.000000,58,28952.000000,35986.000000,50314.382114,649261.000000,1.813008,True
1953,yvUkH2ytN,1363502534,rumor,1344237685,3,209,227,224,173,4,1.281250,1.000000,173,28837.000000,45613.000000,1266737.218750,15924236.000000,1.281250,True
1954,AzbSItxAF,1708295792,rumor,1393786887,13,192,492,476,160,3,1.665962,2.000000,311,33344.000000,53872.500000,59416.747899,578540.000000,1.665962,True
1956,zkPRyCJd6,2026950473,rumor,1361788175,2,204,839,787,226,12,2.794155,3.000000,226,29101.000000,36370.000000,49248.198221,666860.000000,2.794155,True
1958,zfcc3ozAD,2009969703,rumor,1358583523,0,30,232,225,131,4,1.488889,1.000000,131,29025.000000,40926.000000,131957.853333,2875639.000000,1.488889,True
1959,yo8lbBtLL,2614876681,rumor,1339820320,3,26,225,205,138,3,1.341463,1.000000,138,29058.000000,116793.000000,164626.585366,10242144.000000,1.341463,True
1960,ymu61y8hI,2139809494,rumor,1338883269,0,19,130,118,89,5,1.576271,1.000000,89,28861.000000,32373.500000,1457388.042373,14216199.000000,1.576271,True
1962,za03s3prJ,2504747281,rumor,1355631182,1,51,170,166,120,4,1.319277,1.000000,120,28841.000000,36493.500000,140759.590361,4232275.000000,1.319277,True
1963,A0005fNgj,2626901361,rumor,1373790359,0,4,149,144,25,2,1.826389,2.000000,119,29568.000000,51634.500000,199514.361111,7621265.000000,1.826389,True
1964,yAv6vlySe,1886624923,rumor,1346847559,3,58,345,330,155,6,1.942424,2.000000,155,28911.000000,276674.500000,460281.942424,5761806.000000,1.942424,True
1967,yFAXibJkk,2077944001,rumor,1349742277,0,182,943,905,602,5,1.443094,1.000000,602,28825.000000,81077.000000,97080.311602,3272858.000000,1.443094,True
1970,zmCfi9MvJ,2095028125,rumor,1362799813,2,75,272,264,122,6,1.856061,2.000000,122,29220.000000,33659.000000,120667.000000,2335574.000000,1.856061,True
1971,yvv7mzLXL,1709062584,rumor,1344006595,4,95,679,649,332,7,1.950693,1.000000,332,29523.000000,186199.000000,999413.257319,27471366.000000,1.950693,True
1972,zoXSRavTt,1930168350,rumor,1364134559,9,15,278,269,164,12,1.944238,1.000000,164,28953.000000,115549.000000,235015.289963,3900714.000000,1.944238,True
1973,zwQbKoAXz,1225976753,rumor,1368609780,1,54,155,153,77,6,1.836601,1.000000,77,28988.000000,50050.000000,115078.921569,1646394.000000,1.836601,True
1975,yptQx1nDc,2691050481,rumor,1340585632,0,42,604,528,202,5,1.755682,2.000000,275,28942.000000,349377.500000,466851.431818,7472287.000000,1.755682,True
1976,zx5KutFkd,1728892794,rumor,1368752388,44,919,958,918,156,4,1.920479,2.000000,689,28829.000000,82128.000000,152015.777778,6202743.000000,1.920479,True
1977,zcWfKy9CV,2116913627,rumor,1357300996,0,35,188,184,73,8,2.641304,2.000000,73,28847.000000,73556.500000,96500.054348,1208671.000000,2.641304,True
1979,zeZAY9Hkw,2884073574,rumor,1358468063,0,46,243,238,98,8,2.378151,2.000000,98,30546.000000,40305.000000,60415.873950,795857.000000,2.378151,True
1980,zdwXJ0Zus,1650750990,rumor,1357637428,0,14,185,179,115,7,1.698324,1.000000,115,28851.000000,47388.000000,86726.022346,522295.000000,1.698324,True
1981,A34mix8wV,1405906767,rumor,1375534958,35,337,745,713,322,2,1.548387,2.000000,391,28855.000000,37869.000000,207715.367461,53052603.000000,1.548387,True
1983,zdFLJrL5u,3087673003,rumor,1357718141,2,65,655,630,260,12,2.580952,2.000000,260,29171.000000,121008.000000,360355.633333,6542439.000000,2.580952,True
1985,zoKWZg4MD,1914000015,rumor,1364016026,3,36,158,153,130,2,1.150327,1.000000,130,28838.000000,48714.000000,208043.797386,2169102.000000,1.150327,True
1986,ztqFlmQgg,1306775507,rumor,1366671214,10,86,380,365,139,7,2.200000,2.000000,139,28905.000000,41287.000000,240283.649315,43694845.000000,2.200000,True
1987,z9buHqAyt,1796610021,rumor,1355167805,1,3,127,123,37,4,2.333333,3.000000,56,29556.000000,76674.000000,226275.357724,4240353.000000,2.333333,True
1988,z0pIPdv9l,2157197464,rumor,1350184236,0,16,166,162,107,5,1.456790,1.000000,107,28908.000000,49116.000000,232865.734568,6587367.000000,1.456790,True
1989,zkQ5C2Jmz,1934894561,rumor,1361790254,0,36,121,110,41,6,2.518182,2.000000,41,28865.000000,33213.000000,53172.036364,715712.000000,2.518182,True
198,zsxh1zz3s,1420555367,rumor,1366163555,62,457,288,275,232,3,1.192727,1.000000,232,28910.000000,77423.000000,168794.469091,2538566.000000,1.192727,True
1990,z6H7m4xnJ,1757169267,rumor,1353752972,0,59,155,146,94,5,1.547945,1.000000,94,28839.000000,35479.000000,98394.321918,1610514.000000,1.547945,True
1991,A1RGs5GZN,2448908877,rumor,1374850576,1,15,136,126,17,2,1.865079,2.000000,109,28977.000000,42924.000000,102332.936508,1028492.000000,1.865079,True
1992,z2snU1UCA,2059090604,rumor,1351345074,0,33,110,106,40,8,2.283019,2.000000,40,29382.000000,89511.000000,168950.066038,1329472.000000,2.283019,True
1993,ywZ39fY41,2202930840,rumor,1344849133,3,35,106,104,62,7,1.855769,1.000000,62,29278.000000,117804.500000,126878.288462,751428.000000,1.855769,True
1995,z8VeIBQab,1705981052,rumor,1355018806,2,23,181,176,79,6,1.909091,2.000000,79,28858.000000,35619.000000,308435.022727,9176825.000000,1.909091,True
1996,AAdO0e3qm,1376092565,rumor,1394372738,3,84,164,122,55,2,1.545455,2.000000,66,29266.000000,32492.000000,42009.114754,160933.000000,1.545455,True
1998,ztnEhgsTU,2265438154,rumor,1366643561,4,35,189,175,99,7,1.840000,1.000000,99,28993.000000,69150.000000,215638.788571,3865762.000000,1.840000,True
199,yCqxNfKC9,1869404100,rumor,1347942204,0,35,117,111,63,8,2.171171,1.000000,63,29236.000000,50668.000000,60109.855856,911720.000000,2.171171,True
1,z5qFIwiEj,2771041282,rumor,1353034033,0,0,0,188,110,5,1.787234,1.000000,110,28931.000000,38610.000000,168366.893617,5309076.000000,1.787234,True
2000,z0BbjEjXs,1272273774,rumor,1350289261,1,46,238,230,122,8,1.943478,1.000000,122,29008.000000,38540.500000,231768.013043,4410456.000000,1.943478,True
2001,z0ur1wIhW,1769867744,rumor,1350227428,4,95,807,792,581,9,1.417929,1.000000,581,28818.000000,32055.000000,268798.137626,10591418.000000,1.417929,True
2002,zfuSQb1nl,1650479997,rumor,1358754813,0,69,251,235,109,5,2.034043,2.000000,109,28877.000000,31747.000000,32302.331915,38836.000000,2.034043,True
2003,ymVef2gf6,2218723644,rumor,1339131932,3,0,385,369,221,6,1.555556,1.000000,221,28891.000000,222658.000000,2377416.441734,25259462.000000,1.555556,True
2004,zwyUYveUU,2157801852,rumor,1368451497,51,50,195,186,116,3,1.381720,1.000000,116,28907.000000,166280.500000,559897.887097,10917905.000000,1.381720,True
2005,yALWvaRpa,1198220993,rumor,1347001883,0,88,118,112,97,5,1.196429,1.000000,97,28874.000000,177140.500000,171098.241071,829468.000000,1.196429,True
2006,ze6z95Syc,2645833223,rumor,1357963729,3,30,524,507,265,7,1.617357,1.000000,265,28842.000000,34765.000000,103579.875740,2343345.000000,1.617357,True
2007,zt48C92BL,2093778914,rumor,1366464750,4,41,225,218,137,4,1.449541,1.000000,137,28832.000000,32135.000000,77264.142202,930440.000000,1.449541,True
2009,zFBuDcl0A,2434732352,rumor,1373589063,3,48,242,234,69,2,1.705128,2.000000,165,29338.000000,36699.000000,613799.995726,8296083.000000,1.705128,True
200,A5uSov1Yq,3117257713,rumor,1376914422,2,25,181,179,28,2,1.843575,2.000000,151,36161.000000,39911.000000,58958.000000,1198428.000000,1.843575,True
2010,zB5BUCQ1a,2615307703,rumor,1371023990,7,104,718,694,71,2,1.897695,2.000000,623,34551.000000,48805.500000,164897.512968,4327237.000000,1.897695,True
2011,zoDm9ytZU,1834257884,rumor,1363946428,16,85,131,128,111,3,1.140625,1.000000,111,28917.000000,32202.500000,73872.054688,1319272.000000,1.140625,True
2012,zr3lfB5wa,2355198873,rumor,1365321019,3,37,191,184,151,4,1.201087,1.000000,151,28938.000000,35619.000000,92681.173913,1338020.000000,1.201087,True
2015,zzTDNB2MS,2095028125,rumor,1370346075,3,35,152,152,114,2,1.250000,1.000000,114,28835.000000,37344.000000,279530.782895,12059005.000000,1.250000,True
2016,AAXRK8VA7,2165618650,rumor,1394794873,10,142,315,312,149,2,1.519355,2.000000,161,28825.000000,34237.500000,129673.833333,25677209.000000,1.519355,True
2017,z4U2ls4yx,2247265372,rumor,1352734939,2,1,136,133,74,5,1.729323,1.000000,74,34626.000000,355183.000000,1078628.323308,10855905.000000,1.729323,True
2018,z8PBgyYJh,2367071910,rumor,1354967150,2,46,501,497,264,9,1.923541,1.000000,264,28830.000000,34500.000000,82736.931590,1308589.000000,1.923541,True
2019,z9Lgl3Ugx,2140316267,rumor,1355495616,0,56,160,154,80,5,1.720779,1.000000,80,28857.000000,67617.000000,186793.870130,1285709.000000,1.720779,True
201,zDWQ77nLT,1405053100,rumor,1372648261,4,99,162,147,115,2,1.217687,1.000000,115,28878.000000,116533.000000,135975.020408,1077924.000000,1.217687,True
2021,zlHsKlZF6,2634090281,rumor,1362279408,5,99,883,856,328,11,2.525701,2.000000,328,28832.000000,36696.500000,64856.191589,2517724.000000,2.525701,True
2024,ytv933hMK,2062002290,rumor,1342870407,3,105,801,780,303,16,2.729487,2.000000,303,43600.000000,160416.500000,725014.084615,21444942.000000,2.729487,True
2025,ztBHTsnbP,2919003734,rumor,1366772405,6,59,279,254,125,6,2.047244,2.000000,125,28980.000000,97930.500000,132458.952756,2571799.000000,2.047244,True
2026,Am4Pqryjm,1991558311,rumor,1386335408,47,111,646,636,101,3,1.843849,2.000000,531,35589.000000,133597.000000,260808.893082,32615066.000000,1.843849,True
2030,AF5MQvA7M,2128372947,rumor,1397140340,30,99,461,453,283,2,1.373894,1.000000,283,28886.000000,32745.000000,56468.697572,5613609.000000,1.373894,True
2032,z4yz65fBC,2713015224,rumor,1352538151,12,47,413,376,224,7,1.484043,1.000000,224,52293.000000,300486.000000,410691.630319,36029351.000000,1.484043,True
2033,ze0wbwpRi,2574938392,rumor,1357908303,0,24,133,127,69,7,1.874016,1.000000,69,28853.000000,36813.000000,51096.842520,321577.000000,1.874016,True
2035,yxxXM7KNd,2256231983,rumor,1345169107,0,143,410,401,280,6,1.421446,1.000000,280,28875.000000,31292.000000,47161.997506,1362930.000000,1.421446,True
2036,ywpTb8Phw,2089085613,rumor,1344526892,0,46,402,393,212,10,2.137405,1.000000,212,29407.000000,62172.000000,391491.715013,16788900.000000,2.137405,True
2037,zmC702mR5,3095471507,rumor,1362798587,1,30,127,107,47,6,2.196262,2.000000,47,28911.000000,32080.000000,36646.112150,76816.000000,2.196262,True
203,z5XC7gfSG,2057384454,rumor,1353335939,2,65,104,100,71,4,1.370000,1.000000,71,28844.000000,31316.500000,49823.360000,271739.000000,1.370000,True
2040,ADvWQlfvw,2984956935,rumor,1396243666,293,165,407,401,286,3,1.344221,1.000000,286,28873.000000,35440.000000,44265.039900,300041.000000,1.344221,True
2041,zr3dezW1y,1733770795,rumor,1365319833,2,182,613,604,434,5,1.384106,1.000000,434,28861.000000,35911.500000,153777.627483,2537657.000000,1.384106,True
2042,zATrrkhiJ,3167761582,rumor,1370912466,0,68,505,496,122,3,1.756048,2.000000,373,28918.000000,77903.500000,137646.596774,2538530.000000,1.756048,True
2043,zgAVYiXI3,2560339090,rumor,1359378484,0,88,981,936,579,9,1.699786,1.000000,579,28965.000000,36916.000000,108943.961538,18603255.000000,1.699786,True
2044,zt0B5rRrm,1227288785,rumor,1366432300,0,103,373,350,198,7,1.777143,1.000000,198,28822.000000,30549.000000,112412.714286,2356415.000000,1.777143,True
2045,yExKc4HPB,1933024965,rumor,1349144628,2,54,585,558,213,10,2.811828,2.000000,213,28933.000000,58660.500000,450606.127240,14939819.000000,2.811828,True
2046,yylXUgqk7,1692079024,rumor,1345627368,0,98,403,362,267,6,1.455801,1.000000,267,28874.000000,46724.500000,61916.353591,1094526.000000,1.455801,True
2047,A0btXodDR,1658364043,rumor,1373895589,45,58,250,249,213,2,1.144578,1.000000,213,28824.000000,31592.000000,59719.236948,1113813.000000,1.144578,True
2048,ze64Bjgy1,2739355124,rumor,1357959213,0,16,158,156,104,5,1.455128,1.000000,104,28823.000000,35257.000000,149739.083333,6545672.000000,1.455128,True
2049,AweArA78X,2273867503,rumor,1392107026,0,56,171,141,31,2,1.778571,2.000000,109,28919.000000,44718.000000,196801.120567,3125472.000000,1.778571,True
204,zDRgO5Kfk,2367071910,rumor,1372597219,9,71,367,353,175,2,1.504249,2.000000,178,28843.000000,34417.000000,68427.526912,5189931.000000,1.504249,True
2052,AcsLJrZXk,2265590150,rumor,1380872636,16,35,148,147,92,3,1.386207,1.000000,92,29446.000000,99550.000000,171430.013605,2507985.000000,1.386207,True
